DATE,CPI,3M Nom Yld.,5 Yr Nom Yld. (Interpolated),10 Yr Nom Yld.,24M CPI (Ann.),5 Yr Real Yld.,10 Yr Real Yld.
2/28/2001,73.7,5.3881,5.114,4.8248,1.24%,3.870,3.581
3/30/2001,73.9,5.2231,4.970,4.703,1.10%,3.869,3.603
4/30/2001,74.4,5.0461,4.998,4.9468,1.23%,3.766,3.715
5/31/2001,74.9,4.9599,5.036,5.1153,1.43%,3.604,3.683
6/29/2001,75,5.036,5.114,5.1951,1.57%,3.544,3.626
7/31/2001,74.5,4.9775,5.088,5.2037,1.44%,3.648,3.764
8/31/2001,74.8,4.6553,4.816,4.9854,1.50%,3.312,3.482
9/28/2001,75,4.2828,4.626,4.9876,1.50%,3.126,3.488
10/31/2001,74.9,4.1157,4.461,4.8253,1.43%,3.029,3.393
11/30/2001,74.9,3.7711,4.188,4.6271,1.36%,2.826,3.265
12/31/2001,75,3.8333,4.349,4.8928,1.29%,3.058,3.602
1/31/2002,74.8,3.8597,4.375,4.9171,1.50%,2.871,3.413
2/28/2002,75,3.888,4.393,4.9251,1.50%,2.894,3.425
3/28/2002,75.2,4.0002,4.595,5.2202,1.50%,3.099,3.725
4/30/2002,75.6,3.9409,4.570,5.2331,1.56%,3.014,3.676
5/31/2002,75.8,4.001,4.619,5.2689,1.55%,3.066,3.716
6/28/2002,75.8,3.9311,4.500,5.099,1.48%,3.017,3.615
7/31/2002,75.6,3.7153,4.342,5.0027,1.56%,2.786,3.446
8/30/2002,75.8,3.8193,4.271,4.746,1.69%,2.580,3.055
9/30/2002,76,3.7742,4.128,4.5006,1.48%,2.649,3.021
10/31/2002,76.1,3.6907,4.141,4.616,1.55%,2.595,3.070
11/29/2002,76.1,3.8269,4.222,4.6378,1.41%,2.813,3.229
12/31/2002,76.3,3.8427,4.194,4.5644,1.54%,2.652,3.022
1/31/2003,75.9,3.754,4.064,4.3899,1.62%,2.444,2.770
2/28/2003,76.1,3.459,3.826,4.2131,1.62%,2.211,2.598
3/31/2003,76.4,3.4814,3.892,4.3243,1.68%,2.215,2.647
4/30/2003,76.8,3.4432,3.942,4.4663,1.60%,2.342,2.866
5/30/2003,76.8,3.4099,3.804,4.2197,1.26%,2.544,2.959
6/30/2003,76.7,3.468,3.782,4.1127,1.13%,2.655,2.986
7/31/2003,76.6,3.3346,3.857,4.4078,1.40%,2.458,3.008
8/29/2003,76.8,3.4949,4.035,4.604,1.33%,2.707,3.276
9/30/2003,77,3.5591,4.121,4.7132,1.32%,2.797,3.389
10/31/2003,77.1,3.7781,4.328,4.9071,1.46%,2.870,3.449
11/28/2003,77.1,3.8201,4.427,5.065,1.46%,2.969,3.607
12/31/2003,77.3,3.739,4.303,4.896,1.52%,2.781,3.374
1/30/2004,77,3.917,4.341,4.7875,1.46%,2.881,3.328
2/27/2004,77.2,4.033,4.409,4.8056,1.46%,2.953,3.350
3/31/2004,77.3,4.171,4.433,4.7088,1.39%,3.046,3.322
4/30/2004,77.6,4.228,4.583,4.957,1.31%,3.269,3.643
5/28/2004,77.9,4.448,4.771,5.1118,1.38%,3.396,3.736
6/30/2004,77.9,4.619,4.902,5.2,1.38%,3.526,3.824
7/30/2004,77.7,4.714,4.906,5.1083,1.38%,3.527,3.729
8/31/2004,77.9,4.732,4.866,5.0071,1.38%,3.490,3.631
9/30/2004,77.9,4.6795,4.792,4.9109,1.24%,3.550,3.669
10/29/2004,78.1,4.679,4.723,4.7683,1.31%,3.417,3.463
11/30/2004,78.3,4.64,4.665,4.6903,1.44%,3.229,3.255
12/31/2004,78.6,4.691,4.613,4.5316,1.50%,3.117,3.036
1/31/2005,78.3,4.654,4.599,4.5419,1.57%,3.031,2.973
2/28/2005,78.5,4.7346,4.663,4.5884,1.56%,3.099,3.024
3/31/2005,78.8,4.7594,4.777,4.796,1.56%,3.219,3.237
4/29/2005,79.1,4.6949,4.659,4.6218,1.49%,3.173,3.135
5/31/2005,79.4,4.648,4.536,4.4173,1.68%,2.857,2.739
6/30/2005,79.4,4.5179,4.404,4.2847,1.74%,2.659,2.540
7/29/2005,79.5,4.4304,4.367,4.3011,1.88%,2.492,2.426
8/31/2005,79.7,4.382,4.354,4.3249,1.87%,2.484,2.454
9/30/2005,79.9,4.4004,4.308,4.2109,1.87%,2.442,2.345
10/31/2005,80,4.4238,4.387,4.3482,1.86%,2.524,2.485
11/30/2005,80,4.4003,4.358,4.3129,1.86%,2.494,2.450
12/30/2005,80.3,4.4271,4.326,4.2186,1.92%,2.404,2.297
1/31/2006,80,4.4017,4.243,4.0752,1.93%,2.313,2.146
2/28/2006,80.2,4.3885,4.274,4.1543,1.92%,2.350,2.230
3/31/2006,80.4,4.4107,4.365,4.3177,1.99%,2.380,2.332
4/28/2006,80.9,4.4502,4.483,4.5177,2.10%,2.379,2.414
5/31/2006,81.3,4.5129,4.579,4.6488,2.16%,2.420,2.490
6/30/2006,81.5,4.5352,4.598,4.6645,2.28%,2.314,2.380
7/31/2006,81.5,4.5768,4.615,4.656,2.42%,2.199,2.240
8/31/2006,81.8,4.7651,4.711,4.6535,2.47%,2.238,2.181
9/29/2006,81.9,4.8669,4.714,4.5522,2.54%,2.178,2.017
10/31/2006,82,4.9773,4.801,4.6155,2.47%,2.335,2.149
11/30/2006,82.2,5.0444,4.801,4.5452,2.46%,2.341,2.085
12/29/2006,82.6,5.108,4.870,4.6195,2.51%,2.357,2.107
1/31/2007,82.1,5.3662,5.124,4.8694,2.40%,2.726,2.472
2/28/2007,82.4,5.31,5.108,4.896,2.45%,2.654,2.442
3/30/2007,82.8,5.3808,5.107,4.8194,2.51%,2.601,2.313
4/30/2007,83.1,5.4721,5.263,5.0439,2.50%,2.766,2.547
5/31/2007,83.3,5.5896,5.373,5.1458,2.43%,2.947,2.719
6/29/2007,83.5,5.7699,5.605,5.4321,2.55%,3.056,2.883
7/31/2007,83.1,5.7543,5.586,5.4084,2.24%,3.347,3.169
8/31/2007,83.4,5.7675,5.467,5.1499,2.29%,3.172,2.855
9/28/2007,83.5,5.6055,5.307,4.9928,2.23%,3.079,2.765
10/31/2007,83.8,5.5708,5.272,4.9576,2.35%,2.925,2.610
11/30/2007,84.1,5.4435,5.094,4.7263,2.53%,2.564,2.196
12/31/2007,84.5,5.2388,4.973,4.6937,2.58%,2.391,2.112
1/31/2008,84.1,5.0106,4.758,4.4925,2.53%,2.228,1.962
2/29/2008,84.6,4.9772,4.805,4.6234,2.71%,2.098,1.917
3/31/2008,84.9,4.769,4.611,4.445,2.76%,1.851,1.685
4/30/2008,85.6,4.8966,4.773,4.6432,2.86%,1.909,1.779
5/30/2008,86.1,5.0379,4.955,4.8683,2.91%,2.046,1.959
6/30/2008,86.6,5.1022,5.155,5.2103,3.08%,2.074,2.129
7/31/2008,86.6,5.0851,5.068,5.0494,3.08%,1.986,1.968
8/29/2008,87.1,4.9386,4.835,4.7267,3.19%,1.647,1.538
9/30/2008,87.5,4.5131,4.541,4.5701,3.36%,1.179,1.208
10/31/2008,87.3,3.5418,4.047,4.5789,3.18%,0.866,1.398
11/28/2008,87.3,1.6806,2.936,4.2571,3.06%,-0.120,1.202
12/31/2008,87.1,1.242,2.402,3.6238,2.69%,-0.285,0.936
1/30/2009,86.6,0.9057,2.252,3.6699,2.70%,-0.452,0.966
2/27/2009,87.2,0.6595,2.136,3.6899,2.87%,-0.736,0.819
3/31/2009,87.3,0.621,1.902,3.2497,2.68%,-0.780,0.568
4/30/2009,87.5,0.5677,1.951,3.4072,2.61%,-0.662,0.794
5/29/2009,87.9,0.5168,2.029,3.6206,2.72%,-0.695,0.897
6/30/2009,88.1,0.4941,2.067,3.7221,2.72%,-0.651,1.005
7/31/2009,88,0.4339,2.085,3.8238,2.91%,-0.821,0.918
8/31/2009,88.3,0.374,2.001,3.7142,2.90%,-0.894,0.818
9/30/2009,88.3,0.387,1.980,3.6566,2.83%,-0.854,0.823
10/30/2009,88.4,0.455,1.973,3.5699,2.71%,-0.735,0.862
11/30/2009,88.6,0.457,2.066,3.7592,2.64%,-0.575,1.119
12/31/2009,88.9,0.4911,2.146,3.8871,2.57%,-0.425,1.317
1/29/2010,88.8,0.4876,2.200,4.0025,2.76%,-0.556,1.246
2/26/2010,89,0.4915,2.231,4.0624,2.57%,-0.336,1.495
3/31/2010,89.4,0.5131,2.256,4.0915,2.62%,-0.360,1.476
4/30/2010,89.9,0.504,2.256,4.1007,2.48%,-0.225,1.620
5/28/2010,90.1,0.4946,2.094,3.7772,2.30%,-0.203,1.481
6/30/2010,90.2,0.4877,2.004,3.6007,2.06%,-0.053,1.543
7/30/2010,90,0.4986,1.965,3.5087,1.94%,0.021,1.565
8/31/2010,90.4,0.494,1.828,3.233,1.88%,-0.048,1.356
9/30/2010,90.4,0.5106,1.785,3.1271,1.64%,0.142,1.483
10/29/2010,90.6,0.5047,1.754,3.0685,1.87%,-0.119,1.196
11/30/2010,90.9,0.4858,1.862,3.311,2.04%,-0.179,1.270
12/31/2010,91.7,0.5007,2.015,3.6098,2.61%,-0.591,1.003
1/31/2011,91.8,0.5092,2.077,3.7273,2.96%,-0.882,0.769
2/28/2011,92.3,0.539,2.167,3.8799,2.88%,-0.716,0.997
3/31/2011,92.6,0.6043,2.131,3.7386,2.99%,-0.860,0.748
4/29/2011,93.3,0.5602,2.120,3.7619,3.26%,-1.141,0.501
5/31/2011,93.5,0.5264,1.978,3.5053,3.14%,-1.159,0.369
6/30/2011,93.5,0.5083,1.924,3.4144,3.02%,-1.095,0.395
7/29/2011,93.5,0.4875,1.864,3.3137,3.08%,-1.213,0.236
8/31/2011,93.9,0.4578,1.591,2.7833,3.12%,-1.532,-0.339
9/30/2011,94.5,0.464,1.458,2.504,3.45%,-1.993,-0.947
10/31/2011,94.5,0.4583,1.467,2.529,3.39%,-1.926,-0.864
11/30/2011,94.7,0.4099,1.327,2.2917,3.39%,-2.058,-1.093
12/30/2011,95,0.2407,1.187,2.1828,3.37%,-2.187,-1.191
1/31/2012,94.7,0.3646,1.215,2.1104,3.27%,-2.054,-1.158
2/29/2012,95.2,0.4019,1.287,2.2191,3.42%,-2.137,-1.205
3/30/2012,95.4,0.4428,1.359,2.323,3.30%,-1.942,-0.978
4/30/2012,95.9,0.4026,1.284,2.2117,3.28%,-1.999,-1.071
5/31/2012,95.9,0.3333,1.117,1.9416,3.17%,-2.052,-1.227
6/29/2012,95.6,0.3532,1.043,1.7698,2.95%,-1.907,-1.180
7/31/2012,95.7,0.2633,0.940,1.6523,3.12%,-2.178,-1.466
8/31/2012,96.1,0.2418,0.939,1.6735,3.10%,-2.165,-1.431
9/28/2012,96.4,0.261,0.973,1.7222,3.27%,-2.292,-1.543
10/31/2012,96.8,0.2346,0.984,1.7721,3.37%,-2.381,-1.593
11/30/2012,97,0.2316,0.983,1.7741,3.30%,-2.318,-1.527
12/31/2012,97.3,0.309,1.058,1.8467,3.01%,-1.950,-1.161
1/31/2013,97,0.289,1.161,2.0795,2.79%,-1.632,-0.714
2/28/2013,97.5,0.3443,1.238,2.1781,2.78%,-1.541,-0.600
3/28/2013,97.8,0.3752,1.155,1.9768,2.77%,-1.614,-0.793
4/30/2013,98,0.3273,1.036,1.7824,2.49%,-1.452,-0.705
5/31/2013,98.2,0.309,1.107,1.9462,2.48%,-1.376,-0.536
6/28/2013,98,0.3289,1.292,2.3063,2.38%,-1.086,-0.072
7/31/2013,98,0.2997,1.358,2.471,2.38%,-1.021,0.093
8/30/2013,98.4,0.2686,1.457,2.7088,2.37%,-0.911,0.341
9/30/2013,98.7,0.3504,1.565,2.8443,2.20%,-0.633,0.646
10/31/2013,98.8,0.3184,1.468,2.6784,2.25%,-0.782,0.429
11/29/2013,98.8,0.2882,1.492,2.7598,2.14%,-0.649,0.618
12/31/2013,99.2,0.257,1.567,2.9458,2.19%,-0.620,0.759
1/31/2014,98.7,0.3601,1.602,2.91,2.09%,-0.488,0.820
2/28/2014,99.1,0.3768,1.564,2.8147,2.03%,-0.463,0.787
3/31/2014,99.3,0.421,1.572,2.7837,2.02%,-0.451,0.760
4/30/2014,99.6,0.3438,1.512,2.7417,1.91%,-0.399,0.831
5/30/2014,99.6,0.2762,1.456,2.6989,1.91%,-0.454,0.788
6/30/2014,99.8,0.4171,1.570,2.7842,2.17%,-0.603,0.611
7/31/2014,99.6,0.4178,1.546,2.7343,2.02%,-0.471,0.717
8/29/2014,99.9,0.3974,1.439,2.5347,1.96%,-0.519,0.577
9/30/2014,100,0.4803,1.460,2.4919,1.85%,-0.390,0.642
10/31/2014,100.1,0.3901,1.295,2.2469,1.69%,-0.396,0.557
11/28/2014,99.9,0.4129,1.264,2.1593,1.48%,-0.220,0.675
12/31/2014,99.9,0.3884,1.139,1.9287,1.33%,-0.188,0.601
1/30/2015,99.2,0.3421,0.950,1.589,1.13%,-0.178,0.461
2/27/2015,99.5,0.3999,1.051,1.7365,1.02%,0.031,0.716
3/31/2015,99.6,0.4417,1.101,1.7941,0.92%,0.185,0.878
4/30/2015,99.9,0.4365,1.079,1.755,0.96%,0.114,0.790
5/29/2015,100.1,0.4642,1.224,2.0243,0.96%,0.261,1.062
6/30/2015,100.1,0.4956,1.311,2.1696,1.07%,0.245,1.104
7/31/2015,100,0.4848,1.289,2.1353,1.02%,0.274,1.120
8/31/2015,100.3,0.4544,1.198,1.9799,0.96%,0.237,1.019
9/30/2015,100.2,0.4665,1.156,1.8814,0.76%,0.399,1.124
10/30/2015,100.3,0.4801,1.146,1.846,0.76%,0.389,1.090
11/30/2015,100.3,0.4836,1.212,1.9779,0.76%,0.455,1.222
12/31/2015,100.4,0.4511,1.168,1.9234,0.60%,0.565,1.320
1/29/2016,99.9,0.58976,1.171,1.7833,0.61%,0.565,1.177
2/29/2016,100.1,0.59073,1.035,1.5032,0.50%,0.532,1.000
3/31/2016,100.4,0.58825,1.054,1.5434,0.55%,0.501,0.991
4/29/2016,100.6,0.5889,1.066,1.5688,0.50%,0.566,1.068
5/31/2016,100.8,0.58929,1.051,1.5366,0.60%,0.450,0.936
6/30/2016,101,0.57468,0.933,1.3105,0.60%,0.334,0.711
7/29/2016,100.9,0.5136,0.730,0.9569,0.65%,0.079,0.306
8/31/2016,101.2,0.40613,0.570,0.7421,0.65%,-0.079,0.094
9/30/2016,101.5,0.37907,0.596,0.8243,0.75%,-0.151,0.077
10/31/2016,101.6,0.3975,0.729,1.078,0.75%,-0.017,0.332
11/30/2016,101.8,0.39773,0.877,1.3818,0.95%,-0.069,0.435
12/30/2016,102.2,0.37226,0.889,1.4336,1.14%,-0.255,0.289
1/31/2017,101.8,0.3621,0.878,1.4203,1.30%,-0.424,0.118
2/28/2017,102.4,0.35674,0.819,1.3058,1.45%,-0.628,-0.141
3/31/2017,102.7,0.34567,0.759,1.194,1.54%,-0.785,-0.350
4/28/2017,103.2,0.33513,0.697,1.0789,1.64%,-0.941,-0.559
5/31/2017,103.5,0.31081,0.704,1.1175,1.68%,-0.980,-0.567
6/30/2017,103.5,0.29442,0.679,1.0846,1.68%,-1.005,-0.600
7/31/2017,103.5,0.2931,0.770,1.2713,1.73%,-0.965,-0.464
8/31/2017,104,0.28119,0.692,1.1241,1.83%,-1.136,-0.704
9/29/2017,104.3,0.30911,0.764,1.2436,2.03%,-1.261,-0.782
10/31/2017,104.4,0.38187,0.869,1.3816,2.02%,-1.154,-0.642
11/30/2017,104.7,0.51857,0.914,1.3299,2.17%,-1.256,-0.840
12/29/2017,105,0.51871,0.889,1.2781,2.27%,-1.377,-0.987
1/31/2018,104.5,0.5225,0.947,1.3931,2.28%,-1.330,-0.883
2/28/2018,104.9,0.54683,1.062,1.6034,2.37%,-1.308,-0.766
3/29/2018,105.1,0.62842,1.057,1.508,2.31%,-1.257,-0.806
4/30/2018,105.5,0.75629,1.124,1.5108,2.41%,-1.283,-0.896
5/31/2018,105.9,0.64355,1.062,1.5016,2.50%,-1.437,-0.997
6/29/2018,105.9,0.63868,1.021,1.4229,2.40%,-1.376,-0.974
7/31/2018,105.9,0.74619,1.052,1.3739,2.45%,-1.396,-1.074
8/31/2018,106.5,0.80519,1.095,1.3991,2.59%,-1.491,-1.186
9/28/2018,106.6,0.80093,1.143,1.5023,2.48%,-1.339,-0.979
10/31/2018,106.7,0.80618,1.167,1.5462,2.48%,-1.312,-0.933
11/30/2018,106.9,0.87483,1.157,1.4541,2.47%,-1.317,-1.020
12/31/2018,107.1,0.90444,1.103,1.3125,2.37%,-1.266,-1.057
1/31/2019,106.4,0.91822,1.115,1.3221,2.23%,-1.119,-0.912
2/28/2019,106.8,0.87598,1.053,1.239,2.13%,-1.073,-0.887
3/29/2019,107,0.84,1.011,1.19,2.07%,-1.061,-0.882
4/30/2019,107.6,0.82,1.001,1.1906,2.11%,-1.109,-0.919
5/31/2019,107.9,0.8,0.961,1.13,2.10%,-1.143,-0.973
6/28/2019,107.9,0.78,0.848,0.919,2.10%,-1.256,-1.184
7/31/2019,108,0.77,0.799,0.8304,2.15%,-1.351,-1.320
8/30/2019,108.3,0.76,0.671,0.5776,2.05%,-1.375,-1.469
9/30/2019,108.4,0.77,0.686,0.5981,1.95%,-1.260,-1.348
10/31/2019,108.3,0.78,0.710,0.6373,1.85%,-1.140,-1.213
11/29/2019,108.5,0.79,0.778,0.765,1.80%,-1.021,-1.034
12/31/2019,108.5,0.79,0.810,0.8308,1.65%,-0.843,-0.822
1/31/2020,108.3,0.74,0.732,0.7235,1.80%,-1.070,-1.078
2/28/2020,108.6,0.75,0.693,0.633,1.75%,-1.055,-1.115
3/31/2020,108.6,0.53,0.496,0.4609,1.65%,-1.155,-1.191
4/30/2020,108.6,0.65,0.508,0.3577,1.46%,-0.951,-1.101
5/29/2020,108.6,0.33,0.303,0.2743,1.27%,-0.964,-0.992
6/30/2020,108.8,0.19,0.233,0.278,1.36%,-1.127,-1.082
7/31/2020,109.2,0.1,0.153,0.2094,1.55%,-1.393,-1.337
8/31/2020,108.8,0.07,0.168,0.2717,1.07%,-0.906,-0.802
9/30/2020,109.2,0.06,0.164,0.273,1.21%,-1.048,-0.939
10/30/2020,109.2,0.05,0.175,0.3058,1.16%,-0.990,-0.859
11/30/2020,109.1,0.04,0.207,0.3836,1.02%,-0.816,-0.640
12/31/2020,109.4,0.03,0.172,0.3224,1.07%,-0.896,-0.746
1/29/2021,109.3,0.03,0.194,0.3672,1.35%,-1.159,-0.986
2/26/2021,109.4,0.05,0.329,0.6222,1.21%,-0.881,-0.588
3/31/2021,109.7,0.08,0.453,0.8456,1.25%,-0.801,-0.408
4/30/2021,110.4,0.09,0.461,0.8515,1.29%,-0.832,-0.441
5/28/2021,111,0.08,0.482,0.9058,1.43%,-0.944,-0.521
6/30/2021,111.4,0.08,0.458,0.8549,1.61%,-1.151,-0.754
7/30/2021,111.4,0.08,0.381,0.6979,1.56%,-1.181,-0.864
8/31/2021,112.1,0.07,0.350,0.644,1.74%,-1.390,-1.095
9/30/2021,112.4,0.07,0.427,0.8023,1.83%,-1.402,-1.026
10/29/2021,113.4,0.16,0.610,1.083,2.33%,-1.718,-1.244
11/30/2021,114.1,0.13,0.524,0.9394,2.55%,-2.024,-1.609
12/31/2021,114.7,0.16,0.490,0.8375,2.82%,-2.327,-1.980
1/31/2022,114.6,0.53,0.859,1.2051,2.87%,-2.009,-1.662
2/28/2022,115.4,0.81,1.141,1.4891,3.08%,-1.942,-1.594
3/31/2022,116.5,0.99,1.261,1.5457,3.57%,-2.313,-2.028
4/29/2022,119,1.13,1.474,1.8362,4.68%,-3.205,-2.843
5/31/2022,119.7,1.31,1.601,1.9069,4.99%,-3.385,-3.079
6/30/2022,120.5,1.57,1.966,2.3824,5.24%,-3.274,-2.857
7/29/2022,121.2,1.84,1.989,2.1454,5.35%,-3.363,-3.206
